"rep";"lac";"mu";"gam";"laa";"K";"lac2";"mu2";"gam2";"laa2";"trans";"trans2"
2;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
3;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
4;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
5;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
1;0,5;0,5;0,004;0,5;Inf;0,5;0,5;0,036;0,5;0,02;0,2
2;0,5;0,5;0,004;0,5;Inf;0,5;0,5;0,036;0,5;0,02;0,2
3;0,5;0,5;0,004;0,5;Inf;0,5;0,5;0,036;0,5;0,02;0,2
4;0,5;0,5;0,004;0,5;Inf;0,5;0,5;0,036;0,5;0,02;0,2
5;0,5;0,5;0,004;0,5;Inf;0,5;0,5;0,036;0,5;0,02;0,2
1;0,5;0,5;0,008;0,5;Inf;0,5;0,5;0,032;0,5;0,02;0,2
2;0,5;0,5;0,008;0,5;Inf;0,5;0,5;0,032;0,5;0,02;0,2
3;0,5;0,5;0,008;0,5;Inf;0,5;0,5;0,032;0,5;0,02;0,2
4;0,5;0,5;0,008;0,5;Inf;0,5;0,5;0,032;0,5;0,02;0,2
5;0,5;0,5;0,008;0,5;Inf;0,5;0,5;0,032;0,5;0,02;0,2
1;0,5;0,5;0,012;0,5;Inf;0,5;0,5;0,028;0,5;0,02;0,2
2;0,5;0,5;0,012;0,5;Inf;0,5;0,5;0,028;0,5;0,02;0,2
3;0,5;0,5;0,012;0,5;Inf;0,5;0,5;0,028;0,5;0,02;0,2
4;0,5;0,5;0,012;0,5;Inf;0,5;0,5;0,028;0,5;0,02;0,2
5;0,5;0,5;0,012;0,5;Inf;0,5;0,5;0,028;0,5;0,02;0,2
1;0,5;0,5;0,016;0,5;Inf;0,5;0,5;0,024;0,5;0,02;0,2
2;0,5;0,5;0,016;0,5;Inf;0,5;0,5;0,024;0,5;0,02;0,2
3;0,5;0,5;0,016;0,5;Inf;0,5;0,5;0,024;0,5;0,02;0,2
4;0,5;0,5;0,016;0,5;Inf;0,5;0,5;0,024;0,5;0,02;0,2
5;0,5;0,5;0,016;0,5;Inf;0,5;0,5;0,024;0,5;0,02;0,2
1;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
2;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
3;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
4;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
5;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
1;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,001;0,001
2;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,001;0,001
3;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,001;0,001
4;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,001;0,001
5;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,001;0,001
1;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,001;0,001
2;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,001;0,001
3;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,001;0,001
4;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,001;0,001
5;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,001;0,001
1;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,001;0,001
2;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,001;0,001
3;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,001;0,001
4;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,001;0,001
5;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,001;0,001
1;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,001;0,001
2;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,001;0,001
3;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,001;0,001
4;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,001;0,001
5;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,001;0,001
1;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
2;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
3;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
4;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
5;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,001;0,001
1;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,02;0,2
2;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,02;0,2
3;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,02;0,2
4;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,02;0,2
5;0,5;0,5;0,02;0,1;Inf;0,5;0,5;0,02;0,9;0,02;0,2
1;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,02;0,2
2;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,02;0,2
3;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,02;0,2
4;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,02;0,2
5;0,5;0,5;0,02;0,2;Inf;0,5;0,5;0,02;0,8;0,02;0,2
1;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,02;0,2
2;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,02;0,2
3;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,02;0,2
4;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,02;0,2
5;0,5;0,5;0,02;0,3;Inf;0,5;0,5;0,02;0,7;0,02;0,2
1;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,02;0,2
2;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,02;0,2
3;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,02;0,2
4;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,02;0,2
5;0,5;0,5;0,02;0,4;Inf;0,5;0,5;0,02;0,6;0,02;0,2
1;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
2;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
3;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
4;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
5;0,5;0,5;0,02;0,5;Inf;0,5;0,5;0,02;0,5;0,02;0,2
